"id","nama_agency","pagu","hps","harga_penawaran","nama_pemenang","pemenang_2","harga_penawaran_2",cluster
9464011,'Direktorat Jenderal Anggaran',500000000,484905658,450000100,'PT. Hitam Perkasa','CV. HUMALA PERSADA NUSANTARA',468924500,C0
9464011,'Direktorat Jenderal Anggaran',500000000,484905658,450000100,'PT. Hitam Perkasa','CV. SUMBER SETIA ABADI',462060500,C0
9465011,'LPSE Kementerian Keuangan Ambon',383000000,311900000,306900000,'CV LIGRES','CV SINAR MAKMUR',279150000,C0
9474011,'Direktorat Jenderal Kekayaan Negara',312390,287081,275653,'PT. Inovasi Lintas Media','PT. Arasis Infirco',285044,C0
9477011,'Direktorat Jenderal Perbendaharaan',555404323,555404323,538689800,'PT. PRATAMA DATAMAKSIMA','PT. Inspirasi Teknologi Mandiri',547565700,C0
9482011,'Direktorat Jenderal Bea dan Cukai',1600800000,1600800000,1569612000,'PT. Raya Langit Sejahtera','PT. BERKAT KARUNIA SEJATI',1592382000,C0
9486011,'Otoritas Jasa Keuangan',3697251,569652,499518,'PT. ASURANSI UMUM BUMIPUTERA MUDA 1967','PT. Asuransi Jiwa Inhealth Indonesia',1333321,C0
9487011,'Badan Pendidikan dan Pelatihan Keuangan',952300000,952300000,804814600,'PT. GARIS BIDANG SEJAJAR','PT. Haussen Putra Mandiri',845000000,C0
9489011,'Badan Pendidikan dan Pelatihan Keuangan',445050000,445050000,424770000,'CV. SEMARINDO PUTRA MANDIRI','PT. GARIS BIDANG SEJAJAR',436260032,C0
9491011,'LPSE Kementerian Keuangan Yogyakarta',414335000,414335000,389474000,'Parama Duta','CV. Isthie',399838000,C0
9491011,'LPSE Kementerian Keuangan Yogyakarta',414335000,414335000,389474000,'Parama Duta','CV. WIRYA ADI GUNA',401523000,C0
9495011,'Direktorat Jenderal Pajak',950000000,938537669,880872300,'PT. STAR OMEGA ABADI','CV. MULTI SKINDO UTAMA',908902500,C0
9509011,'Direktorat Jenderal Pengelolaan Utang',609840000,609840000,0,'Ali Budiardjo Nugroho Reksodiputro','Marsinih Martoatmodjo Iskandar Kusdihardjo Law Office',518364000,C0
9510011,'Badan Pendidikan dan Pelatihan Keuangan',318000000,317091500,256256000,'CV Sembilan Benua','CV Grafikana Lyssa',309456840,C0
9510011,'Badan Pendidikan dan Pelatihan Keuangan',318000000,317091500,256256000,'CV Sembilan Benua','CV. D\'Amond Pocks',312348960,C0
9515011,'Sekretariat Presiden Jakarta',454553000,443221086,425500000,'PT. UBLIMA SARANA PEMBANGUNAN PUTRA','PT. DIGDAYABHAKTI ADHIPERTIWI',434350000,C0
9518011,'Pusat Pelaporan dan Analisis Transaksi Keuangan',1008825000,343410100,260700000,'CV. WIDYA KARYA','CV Sembilan Benua',261261000,C0
9518011,'Pusat Pelaporan dan Analisis Transaksi Keuangan',1008825000,343410100,260700000,'CV. WIDYA KARYA','CV. LADANG HIJAU',278256000,C0
9518011,'Pusat Pelaporan dan Analisis Transaksi Keuangan',1008825000,343410100,260700000,'CV. WIDYA KARYA','CV. LIRA RAJA UTAMA',302437520,C0
9518011,'Pusat Pelaporan dan Analisis Transaksi Keuangan',1008825000,343410100,260700000,'CV. WIDYA KARYA','CV. SMAR 99',327721922,C0
9518011,'Pusat Pelaporan dan Analisis Transaksi Keuangan',1008825000,343410100,260700000,'CV. WIDYA KARYA','PT. Adiska Tunggal Pasada',278877500,C0
9522011,'Pusat Pelaporan dan Analisis Transaksi Keuangan',401336,399838,377862,'PT. Mitra Integrasi Informatika','PT. Arjuna Sinatria Amarta',348991,C0
9523011,'LPSE Kementerian Keuangan Aceh',606403000,606403000,568991000,'CV. Harapna Corporation','CV. Adi Jaya Pratama',579340000,C0
9523011,'LPSE Kementerian Keuangan Aceh',606403000,606403000,568991000,'CV. Harapna Corporation','CV. Citra Rajawali Muda',533261000,C0
9523011,'LPSE Kementerian Keuangan Aceh',606403000,606403000,568991000,'CV. Harapna Corporation','CV. DHIA KARYA',485579000,C0
9523011,'LPSE Kementerian Keuangan Aceh',606403000,606403000,568991000,'CV. Harapna Corporation','CV. YUNDHA PRATAMA',535522000,C0
9524011,'LPSE Kementerian Keuangan Jawa Tengah',174623000,173900000,0,'CV. EDIYASA','CV. PRIMA DISAIN',170310250,C0
9524011,'LPSE Kementerian Keuangan Jawa Tengah',174623000,173900000,0,'CV. EDIYASA','PT.KARUNIA SEJAHTERA KONSULTAN',167168000,C0
9529011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',894689,892554,879912,'PT. SUMBER MEDIKALINDO','PT. BAYTUL RAHMAT JAYA',890423,C0
9529011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',894689,892554,879912,'PT. SUMBER MEDIKALINDO','PT. Nuri Utama Sanjaya',891148,C0
9531011,'Badan Kebijakan Fiskal',850000000,849163480,707608000,'Exponent Media Visi','Patihindo Convex',745261440,C0
9531011,'Badan Kebijakan Fiskal',850000000,849163480,707608000,'Exponent Media Visi','PT. PUNDI TATA PRIMA',730521000,C0
9531011,'Badan Kebijakan Fiskal',850000000,849163480,707608000,'Exponent Media Visi','PT.PACTOCONVEX NIAGATAMA',715522500,C0
9535011,'LPSE Kementerian Keuangan Bali',88000000,88000000,0,'CV. Dana Sularsa Cipta','CV. TRI MAYA',85840000,C0
9539011,'Direktorat Jenderal Bea dan Cukai',441650,407830,339858,'PT TIRTA ARTHA JAYA','CV.KARYA CIPTA PERSADA',396796,C0
9540011,'LPSE Kementerian Keuangan Sumatera Selatan',232478,1996165000,1569669000,'CV. PRIJAYA','cv.indah permai',1842706000,C0
9542011,'Direktorat Jenderal Bea dan Cukai',420000000,255309000,106150000,'CV.TAMAN AKSARA JAYA','CV. GLOBAL TERBIT SUKSES',112195000,C0
9542011,'Direktorat Jenderal Bea dan Cukai',420000000,255309000,106150000,'CV.TAMAN AKSARA JAYA','CV. Sahabat Sentosa',117755000,C0
9542011,'Direktorat Jenderal Bea dan Cukai',420000000,255309000,106150000,'CV.TAMAN AKSARA JAYA','PT.bhinneka Dirgantara Loka',120128250,C0
9549011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',744612,731946,655088,'PT. HARFIA GRAHA PERKASA','PT. HAKA UTAMA',693958,C0
9549011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',744612,731946,655088,'PT. HARFIA GRAHA PERKASA','SULTANA ANUGRAH PT',710011,C0
9550011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',698066,686192,599999,'PT. Citra Djadi Nusantara','PT. HAKA UTAMA',667137,C0
9550011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',698066,686192,599999,'PT. Citra Djadi Nusantara','PT. HARFIA GRAHA PERKASA',614139,C0
9550011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',698066,686192,599999,'PT. Citra Djadi Nusantara','SULTANA ANUGRAH PT',651111,C0
9554011,'Badan Layanan Umum Pusat Pengelolaan Komplek Kemayoran',800000,794625,701156,'BINTANG TIMUR TERANG','PT LINCE ROMAULI RAYA',780746,C0
9554011,'Badan Layanan Umum Pusat Pengelolaan Komplek Kemayoran',800000,794625,701156,'BINTANG TIMUR TERANG','PT. BUNGA TANJUNG RAYA',789000,C0
9554011,'Badan Layanan Umum Pusat Pengelolaan Komplek Kemayoran',800000,794625,701156,'BINTANG TIMUR TERANG','PT. RELIS SAPINDO UTAMA',777789,C0
9554011,'Badan Layanan Umum Pusat Pengelolaan Komplek Kemayoran',800000,794625,701156,'BINTANG TIMUR TERANG','PT.KARUNIAGUNA INTISEMESTA',785235,C0
9556011,'LPSE Kementerian Keuangan Kalimantan Barat',741383,741380,726410,'PT.MAIR BELAKANDARIKA',TAMARIN,725343,C0
9558011,'Direktorat Jenderal Pajak',1731532,1720860,1399899,'PT. ADHISAKTI SOLUSI KOMPUTINDO','PT. METROCOM GLOBAL SOLUSI',1434791,C0
9558011,'Direktorat Jenderal Pajak',1731532,1720860,1399899,'PT. ADHISAKTI SOLUSI KOMPUTINDO','PT. Permata Anugerah Abadi',1402408,C0
9560011,'Direktorat Jenderal Perbendaharaan',371443,371443,280701,'PT. KENCANA RODO','DESTRA PURNA KATRA',345880,C0
9560011,'Direktorat Jenderal Perbendaharaan',371443,371443,280701,'PT. KENCANA RODO','indah utama jaya mandiri',303930,C0
9560011,'Direktorat Jenderal Perbendaharaan',371443,371443,280701,'PT. KENCANA RODO','PT. DAYA CIPTA CEMERLANG',347308,C0
9560011,'Direktorat Jenderal Perbendaharaan',371443,371443,280701,'PT. KENCANA RODO','PT.DEBITINDO JAYA',325890,C0
9561011,'Direktorat Jenderal Perbendaharaan',313434,313434,214950,'PT. KENCANA RODO','PT. DAYA CIPTA CEMERLANG',294489,C0
9564011,'Pusat Pendidikian dan Pelatihan Pegawai',530000,512900,435000,'PT. ANIFER PRADANAPUTRI','PT. CIPTA PERKASA PRIMA',450600,C0
9572011,'Arsip Nasional Republik Indonesia',666800,663463,537843,'PT.KARUNIAGUNA INTISEMESTA','KEVIN NABALIS UTAMA',565863,C0
9572011,'Arsip Nasional Republik Indonesia',666800,663463,537843,'PT.KARUNIAGUNA INTISEMESTA','PT. SATRIA GUNA UTAMA',635000,C0
9575011,'Otoritas Jasa Keuangan',1000000,988417,0,'PT BINAMAN UTAMA - PPM MANAJEMEN','PT Iradat',881706,C0
9576011,'Komisi Pemberantasan Korupsi',299355045,299355045,276371370,'PT. Mitrasuci Mandiri','CV. Pendawa Inti Data',279500000,C0
9576011,'Komisi Pemberantasan Korupsi',299355045,299355045,276371370,'PT. Mitrasuci Mandiri','PT. ADHI BERKAT GEMILANG',299253435,C0
9578011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',216500000,216500000,0,'CV. MAHAPANI KONSULTAN','CV. Yasa Inti Consultant',215500000,C0
9580011,'Kementerian Sekretariat Negara',220390000,219956000,0,'PT. QUANTUM HRM INTERNASIONAL','PT HARDISC PRATAMA',183766000,C0
9580011,'Kementerian Sekretariat Negara',220390000,219956000,0,'PT. QUANTUM HRM INTERNASIONAL','PT. Daya Inovasi Indonesia',197956000,C0
9585011,'Lembaga Administrasi Negara',195000000,194750000,0,'PT. REKABIO','CV. Pilar Cipta Solusi',179025000,C0
9585011,'Lembaga Administrasi Negara',195000000,194750000,0,'PT. REKABIO','PT. TRASPAC MAKMUR SEJAHTERA',176429000,C0
9586011,'Sekretariat Jenderal Kementerian Keuangan',340000000,337750000,282700000,'PT.Global Sarana Informatika','ACCESS LINTAS SOLUSI',308000000,C0
9586011,'Sekretariat Jenderal Kementerian Keuangan',340000000,337750000,282700000,'PT.Global Sarana Informatika','CV. Quadra Insan Makmur',332090000,C0
9586011,'Sekretariat Jenderal Kementerian Keuangan',340000000,337750000,282700000,'PT.Global Sarana Informatika','PT.Commercial Technology Indonesia',301522843,C0
9590011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',247500000,247250000,242150000,'CV. WALI PRATAMA','CV. AURENI UTAMA',243900000,C0
9592011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',378070000,377270000,367900000,'CV. AURENI UTAMA','CV. ENI UTAMA',368067000,C0
9593011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',253000000,252500000,247350000,'CV. ENI UTAMA','CV. KARYA GREAT 33',248750000,C0
9593011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',253000000,252500000,247350000,'CV. ENI UTAMA','CV.Fadel Utama',249250000,C0
9594011,'LPSE Kementerian Keuangan Nusa Tenggara Timur',1846663000,1846663000,1634294000,'CV. Novita Pratama','CV. Guwen',1818092000,C0
9594011,'LPSE Kementerian Keuangan Nusa Tenggara Timur',1846663000,1846663000,1634294000,'CV. Novita Pratama','CV. Trikarya Perdana',1799910000,C0
9596011,'Otoritas Jasa Keuangan',2000000000,1934016667,0,'PT. QUADRA SOLUTION','PT. Pradipta Intimedia Selaras',1837880000,C0
9597011,'LPSE Kementerian Keuangan Sulawesi Utara',534300000,534300000,453149000,'CV. Tri Putra','CV. ANGGRAINI',534000000,C0
9597011,'LPSE Kementerian Keuangan Sulawesi Utara',534300000,534300000,453149000,'CV. Tri Putra','CV. WENANG',583800000,C0
9597011,'LPSE Kementerian Keuangan Sulawesi Utara',534300000,534300000,453149000,'CV. Tri Putra','Empat Putra Sejati',456350000,C0
9602011,'LPSE Kementerian Keuangan Aceh',522355000,520300000,519420000,'Rizky Ananda','Armada Banda Jaya',519500000,C0
9603011,'Kementerian Sekretariat Negara',1430000000,1417653600,1393600000,'HARAPAN CIPTA RAYA','Grafika Harapan Jaya',1400363000,C0
9606011,'LPSE Kementerian Keuangan Sumatera Utara',84810000,83792500,0,'PT. ANDALUSIA KONSULINDO','PT.KOMSHA AKUR CONSULT',83435000,C0
9613011,'LPSE Kementerian Keuangan Aceh',225000000,223850000,209550000,'MATA IE','cv. 3rd floor',214005000,C0
9613011,'LPSE Kementerian Keuangan Aceh',225000000,223850000,209550000,'MATA IE','CV. DIAN PERMATA',218988000,C0
9613011,'LPSE Kementerian Keuangan Aceh',225000000,223850000,209550000,'MATA IE','CV. INTAN SEHATI',189750000,C0
9613011,'LPSE Kementerian Keuangan Aceh',225000000,223850000,209550000,'MATA IE','CV.NUSA INDAH ACEH',217480000,C0
9619011,'Arsip Nasional Republik Indonesia',778460,683145,546516,'PT. AYU MUSTIKA RIZKI','PT.BIOTEK GRAHA DUTA',605540,C0
9619011,'Arsip Nasional Republik Indonesia',778460,683145,546516,'PT. AYU MUSTIKA RIZKI','PUTRA EL TINJOAN',571068,C0
9620011,'LPSE Kementerian Keuangan Kalimantan Barat',253103000,253103000,225155000,'CV. DIMAR LUMINTU','.Cahaya Mulia Pratama',233178000,C0
9620011,'LPSE Kementerian Keuangan Kalimantan Barat',253103000,253103000,225155000,'CV. DIMAR LUMINTU','CV. DUTALARAS CIPTA GRAHA',214939000,C0
9620011,'LPSE Kementerian Keuangan Kalimantan Barat',253103000,253103000,225155000,'CV. DIMAR LUMINTU','CV.Cahaya Erlita',243005000,C0
9622011,'KANREG X BKN DENPASAR',110000000,110000000,0,'PT. KOKEK','PT. DELTA PERFORMANCE',89700000,C0
9628011,'LPSE Kementerian Keuangan Jawa Tengah',1700000000,1700000000,1689360000,'CV. I N A','PT. GITA PRIMAKONS',1539253000,C0
9631011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',61892108,61892000,0,'Asa Karya','CV.DARMA CITRA UTAMA',42790000,C0
9631011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',61892108,61892000,0,'Asa Karya','EXINDO CONSULTANT',40000000,C0
9633011,'Otoritas Jasa Keuangan',450000,441699,326700,'PT. Mitra Integrasi Informatika','P.T. Mitra Infosarana',419199,C0
9633011,'Otoritas Jasa Keuangan',450000,441699,326700,'PT. Mitra Integrasi Informatika','PT Astra Graphia Information Technology',423745,C0
9633011,'Otoritas Jasa Keuangan',450000,441699,326700,'PT. Mitra Integrasi Informatika','PT. QUADRA SOLUTION',394107,C0
9638011,'Sekretariat Jenderal Kementerian Keuangan',2000000000,1745625310,1537697220,'PT. Rahardja Abadi Mulia','CV.CAKRA NASIONAL',1579641800,C0
9638011,'Sekretariat Jenderal Kementerian Keuangan',2000000000,1745625310,1537697220,'PT. Rahardja Abadi Mulia','PT REDITHON KARYA ABADI',1622827800,C0
9641011,'Istana Kepresidenan Cipanas',447000000,446175000,421222000,'cv.perdana prakarsa','CV.MITRA KARYA',433198000,C0
9644011,'Kementerian Sekretariat Negara',475450000,284570000,0,'PT. QUANTUM HRM INTERNASIONAL','PT HARDISC PRATAMA',247940000,C0
9646011,'LPSE Kementerian Keuangan Sulawesi Barat',929334000,906679730,903954000,'CV.WIRA KARSA','CV. BINTANG REZEKI',904736000,C0
9647011,'Sekretariat Jenderal Kementerian Keuangan',1277825,1158417,1130800,'PT. BINTANG BERDIKARI CEMERLANG','PT. Jabolon Raya',1158138,C0
9647011,'Sekretariat Jenderal Kementerian Keuangan',1277825,1158417,1130800,'PT. BINTANG BERDIKARI CEMERLANG','PT. Trinity Media Prima',1156540,C0
9655011,'Sekretariat Jenderal Kementerian Keuangan',1969800000,1084500000,0,'PT GAIA SOLUTIONS','PT Iradat',939317500,C0
9658011,'Komisi Pemberantasan Korupsi',407883692,407883692,407418000,'CV. Quadra Insan Makmur','PT. METROCOM GLOBAL SOLUSI',407874001,C0
9659011,'Kejaksaan Agung R.I.',973067000,970000000,852410000,'PT. SUBANA KREASIMEGAH','PT. LUMBAN AMBAR BERBAKTI',787770000,C0
9670011,'Sekretariat Jenderal Kementerian Keuangan',310000000,293000000,259259000,'CV. Mumtaz','CV. WIRATAMA MANDIRI',269946433,C0
9670011,'Sekretariat Jenderal Kementerian Keuangan',310000000,293000000,259259000,'CV. Mumtaz','PT.Optima Bahagia',272257700,C0
9671011,'Kementerian Sekretariat Negara',955200000,807906000,728418000,'PT. Arira Sanggigi Raya','CV.MEWAH GEMILANG',774196000,C0
9673011,'Badan Pendidikan dan Pelatihan Keuangan',1572553000,1552359000,1245394683,'Stupa Mutiara Khatulistiwa','PT. RIANAIDA CIPTAARTHA',1339310204,C0
9675011,'Komisi Pemberantasan Korupsi',249942500,249942500,242188805,'CV. BINTANG AGUNG','CV MANYAR SEWU',245630000,C0
9675011,'Komisi Pemberantasan Korupsi',249942500,249942500,242188805,'CV. BINTANG AGUNG','KHOANTY PROMEDIKA',245250500,C0
9678011,'LPSE Kementerian Keuangan Papua Barat',1145397455,1139000000,889000000,'CV. DUA PUTRA PAPUA','CV. GAMABILY JAYA',936408000,C0
9678011,'LPSE Kementerian Keuangan Papua Barat',1145397455,1139000000,889000000,'CV. DUA PUTRA PAPUA','CV. SELECTA INDAH MANDIRI',967760000,C0
9678011,'LPSE Kementerian Keuangan Papua Barat',1145397455,1139000000,889000000,'CV. DUA PUTRA PAPUA','CV. UTAMA KARYA INDONESIA',915050000,C0
9678011,'LPSE Kementerian Keuangan Papua Barat',1145397455,1139000000,889000000,'CV. DUA PUTRA PAPUA',CV.JASMIN,892300000,C0
9678011,'LPSE Kementerian Keuangan Papua Barat',1145397455,1139000000,889000000,'CV. DUA PUTRA PAPUA','MAHARANI INDAH',1133178000,C0
9678011,'LPSE Kementerian Keuangan Papua Barat',1145397455,1139000000,889000000,'CV. DUA PUTRA PAPUA','papua perkasa',1121800000,C0
9678011,'LPSE Kementerian Keuangan Papua Barat',1145397455,1139000000,889000000,'CV. DUA PUTRA PAPUA','WAIPALE PUTRA',1124400000,C0
9679011,'LPSE Kementerian Keuangan Jawa Timur',220000,217380,1900210000,'CV. AULIA','cv.cakra ningrat',2027300000,C0
9680011,'LPSE Kementerian Keuangan Jawa Timur',400000000,397000000,317769000,'CV. SUMBER REJEKI','CV. HANDAYANI',337526000,C0
9681011,'Perpustakaan Nasional R.I.',694944000,694944000,671112000,'CV. Duta Sarana Utama','CV. CAHAYA SENTOSA',677430000,C0
9681011,'Perpustakaan Nasional R.I.',694944000,694944000,671112000,'CV. Duta Sarana Utama','PT. PRIMA LINTAS CENDIKIA',684549000,C0
9682011,'LPSE Kementerian Keuangan Aceh',449145,449145,388847,'PT.KARYA KONSTRUKSI','pt. bumi aceh lestari',416814,C0
9683011,'LPSE Kementerian Keuangan Aceh',261057,261057,2054050000,'PT. ARIFA SENTOSA','PT. BARINDO PRIMA AGUNG',218159,C0
9683011,'LPSE Kementerian Keuangan Aceh',261057,261057,2054050000,'PT. ARIFA SENTOSA','PT.KARYA KONSTRUKSI',2146550000,C0
9684011,'Otoritas Jasa Keuangan',1881000,1323581,519915,'PT. Dimension Data Indonesia','Mitra Teleinformatika Perkasa',566289,C0
9684011,'Otoritas Jasa Keuangan',1881000,1323581,519915,'PT. Dimension Data Indonesia','P.T. Mitra Infosarana',1041590,C0
9684011,'Otoritas Jasa Keuangan',1881000,1323581,519915,'PT. Dimension Data Indonesia','PT. Berca Hardayaperkasa',807654,C0
9684011,'Otoritas Jasa Keuangan',1881000,1323581,519915,'PT. Dimension Data Indonesia','PT. Infinite Business Synergy',544500,C0
9684011,'Otoritas Jasa Keuangan',1881000,1323581,519915,'PT. Dimension Data Indonesia','PT. Mitra Integrasi Informatika',627000,C0
9684011,'Otoritas Jasa Keuangan',1881000,1323581,519915,'PT. Dimension Data Indonesia','PT.Multipolar Technology Tbk',961400,C0
9688011,'Komisi Pemberantasan Korupsi',266091210,266091210,223452900,'PT. ALFA DAN OMEGA','CV.INTEGRAL ASIA',252482478,C0
9688011,'Komisi Pemberantasan Korupsi',266091210,266091210,223452900,'PT. ALFA DAN OMEGA','PT. Sanyuen Jaya',238152224,C0
9688011,'Komisi Pemberantasan Korupsi',266091210,266091210,223452900,'PT. ALFA DAN OMEGA','Stupa Mutiara Khatulistiwa',247611045,C0
9689011,'Sekretariat Jenderal Kementerian Keuangan',622800000,622790850,555931750,'PT. Dynamic Creativisindo Work','PT. SWARA GANGSING',391461950,C0
9690011,'Badan Pendidikan dan Pelatihan Keuangan',1881351600,1878409000,1762773562,'CV.CANDRABAGA LESTARI','PT CAHAYA SIMARATA',1663645665,C0
9690011,'Badan Pendidikan dan Pelatihan Keuangan',1881351600,1878409000,1762773562,'CV.CANDRABAGA LESTARI','Stupa Mutiara Khatulistiwa',1815880626,C0
9691011,'Sekretariat Presiden Jakarta',300000000,282311662,237985000,'CV. A BIZAR','Indah Bersinar',206514000,C0
9694011,'LPSE Kementerian Keuangan Bengkulu',1955584000,1946695000,1676753000,'CV. NAGA MAS','CV. ANTUVI',1809251000,C0
9694011,'LPSE Kementerian Keuangan Bengkulu',1955584000,1946695000,1676753000,'CV. NAGA MAS','CV. PRIMA KONSTRUKSI',1800420000,C0
9694011,'LPSE Kementerian Keuangan Bengkulu',1955584000,1946695000,1676753000,'CV. NAGA MAS',CV.HARISKAN,1696439000,C0
9696011,'Direktorat Jenderal Perimbangan Keuangan',1736860400,1736860400,0,'PT. YODYA KARYA (PERSERO)','PT. MARGA GRAHA PENTA',1465838000,C0
9699011,'LPSE Kementerian Keuangan Kalimantan Barat',756117000,646000000,599000000,'CV. DAYANA BATRISYA','.Cahaya Mulia Pratama',619870000,C0
9699011,'LPSE Kementerian Keuangan Kalimantan Barat',756117000,646000000,599000000,'CV. DAYANA BATRISYA','CV. DIMAR LUMINTU',573527000,C0
9702011,'Badan Kebijakan Fiskal',515400000,510912655,368065500,'CV. SUMBER SETIA ABADI','CV. INDONUSA RAYA',425502000,C0
9702011,'Badan Kebijakan Fiskal',515400000,510912655,368065500,'CV. SUMBER SETIA ABADI','CV. MULYA RAYA MANDIRI',449020000,C0
9704011,'Kementerian Sekretariat Negara',300000000,299999000,0,'PT Malloci Software Solution','BELANT PERSADA',284900000,C0
9704011,'Kementerian Sekretariat Negara',300000000,299999000,0,'PT Malloci Software Solution','PT. WEBGIS INDONESIA',280610000,C0
9706011,'LPSE Kementerian Keuangan Jawa Barat',541395,522150,466812,'PT.KARUNIAGUNA INTISEMESTA','PT. ANDI SYAM PUTRA PERKASA',499500,C0
9706011,'LPSE Kementerian Keuangan Jawa Barat',541395,522150,466812,'PT.KARUNIAGUNA INTISEMESTA','PT. BARITOPERMAI',469911,C0
9706011,'LPSE Kementerian Keuangan Jawa Barat',541395,522150,466812,'PT.KARUNIAGUNA INTISEMESTA','PT. GUNAKARYA NUSANTARA',481681,C0
9716011,'LPSE Kementerian Keuangan Aceh',500000000,450479000,382685000,'CV. IKMALIL UTAMA','CV MITRA TRIPOLI',398920000,C0
9718011,'LPSE Kementerian Keuangan Aceh',975000000,891314000,841087000,'CV. AMAL BINA JAYA','BANGUN MITRA UTAMA',852995000,C0
9718011,'LPSE Kementerian Keuangan Aceh',975000000,891314000,841087000,'CV. AMAL BINA JAYA','CV. Warna Mandiri Utama',845988000,C0
9720011,'Otoritas Jasa Keuangan',1250000000,1249250200,1014728000,'PT. MEDIA PUTRA MANDIRI','Patihindo Convex',1022417000,C0
9720011,'Otoritas Jasa Keuangan',1250000000,1249250200,1014728000,'PT. MEDIA PUTRA MANDIRI','PT. BEESUN CONVEX',1133902000,C0
9720011,'Otoritas Jasa Keuangan',1250000000,1249250200,1014728000,'PT. MEDIA PUTRA MANDIRI','PT. PUSPA ARTHA GEMILANG',1117996000,C0
9734011,'Komisi Pemberantasan Korupsi',100000000,100000000,0,'PT MARS Indonesia','PT MARKPLUS INDONESIA',95700000,C0
9734011,'Komisi Pemberantasan Korupsi',100000000,100000000,0,'PT MARS Indonesia','Sigma Research Indonesia',89925000,C0
9734011,'Komisi Pemberantasan Korupsi',100000000,100000000,0,'PT MARS Indonesia','Wahana Data Utama',87230000,C0
9736011,'LPSE Kementerian Keuangan Papua',1988000000,1878000000,1834794000,'CV. SINAR MITRA JAYA PERKASA','CV. PULAU BATAM INDAH',1689100000,C0
9736011,'LPSE Kementerian Keuangan Papua',1988000000,1878000000,1834794000,'CV. SINAR MITRA JAYA PERKASA','CV.ATIFAH SEJAHTERA',1556499000,C0
9736011,'LPSE Kementerian Keuangan Papua',1988000000,1878000000,1834794000,'CV. SINAR MITRA JAYA PERKASA',CV.MAGNA,1440924000,C0
9751011,'Badan Pendidikan dan Pelatihan Keuangan',245700000,236406500,221980000,'PT. Sugijaya Teknologi','ACCESS LINTAS SOLUSI',236274616,C0
9751011,'Badan Pendidikan dan Pelatihan Keuangan',245700000,236406500,221980000,'PT. Sugijaya Teknologi','CV. WIRATAMA MANDIRI',234980270,C0
9753011,'Komisi Pemberantasan Korupsi',250855000,250855000,190410000,'Dua Marga Jaya','CV Grafindo Media',215600000,C0
9753011,'Komisi Pemberantasan Korupsi',250855000,250855000,190410000,'Dua Marga Jaya','CV. Agung Makmur',228358000,C0
9753011,'Komisi Pemberantasan Korupsi',250855000,250855000,190410000,'Dua Marga Jaya','CV. GLOBAL TERBIT SUKSES',217800000,C0
9753011,'Komisi Pemberantasan Korupsi',250855000,250855000,190410000,'Dua Marga Jaya','CV. PADI MERUNDUK GRAFIKA',207900000,C0
9753011,'Komisi Pemberantasan Korupsi',250855000,250855000,190410000,'Dua Marga Jaya','CV. TIGA PUTRA JAYA',234300000,C0
9754011,'Direktorat Jenderal Pengelolaan Utang',315000000,314545000,0,'PT.POSITIVE MANAGEMENT CONSULTING','CV. KOMURI INTERMEDIA',303369000,C0
9754011,'Direktorat Jenderal Pengelolaan Utang',315000000,314545000,0,'PT.POSITIVE MANAGEMENT CONSULTING','PT Malloci Software Solution',229900000,C0
9754011,'Direktorat Jenderal Pengelolaan Utang',315000000,314545000,0,'PT.POSITIVE MANAGEMENT CONSULTING','PT. Anabatic Technologies',299750000,C0
9754011,'Direktorat Jenderal Pengelolaan Utang',315000000,314545000,0,'PT.POSITIVE MANAGEMENT CONSULTING','PT. Hexsa Indotech Consultants',225500000,C0
9754011,'Direktorat Jenderal Pengelolaan Utang',315000000,314545000,0,'PT.POSITIVE MANAGEMENT CONSULTING','PT. Maxxima Innovative Engineering',266970000,C0
9762011,'Direktorat Jenderal Bea dan Cukai',273853,273853,220569,'PT. Venamon','PT. PANAN CITRA MULIA',260452,C0
9764011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',773353000,739113000,715500000,'KARYA JASA KONSTRUKSI','CV. ANANDA UTAMA',735377000,C0
9771011,'Direktorat Jenderal Pajak',2348157,2314652,1349997,'PT. Linkadata Citra Mandiri','P.T. Mitra Infosarana',1409980,C0
9771011,'Direktorat Jenderal Pajak',2348157,2314652,1349997,'PT. Linkadata Citra Mandiri','PT. QUADRA SOLUTION',1428942,C0
9773011,'LPSE Kementerian Keuangan Kalimantan Timur',797239000,651270000,555701000,CV.ARSENAL,'CV. MEGA CIPTA BUANA',567826000,C0
